,sexo_F,sexo_M,posse_de_veiculo_N,posse_de_veiculo_Y,posse_de_imovel_N,posse_de_imovel_Y,possui_fone_comercial_0,possui_fone_comercial_1,possui_fone_0,possui_fone_1,possui_email_0,possui_email_1,mau_False,mau_True,possui_celular_1
9122,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9124,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9128,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
9133,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9137,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9140,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1
9141,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9142,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9143,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9145,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9150,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9154,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9155,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9156,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9158,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9165,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9166,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
9171,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9174,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9176,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9182,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9184,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9185,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
9186,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9188,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9189,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
9194,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1
9195,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9196,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9197,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
9201,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9206,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9211,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
9217,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1
9220,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
9226,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
9231,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9237,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
9240,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9244,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9246,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9250,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9252,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9254,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9261,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
9262,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9264,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1
9265,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9266,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9269,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
9270,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9279,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
9281,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9284,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
9285,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9291,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9293,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
9299,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
9304,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9305,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9310,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
9312,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9315,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9318,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
9322,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1
9323,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9324,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9328,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9329,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9332,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9335,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9336,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
9340,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
9343,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9345,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9347,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
9350,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
9355,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9358,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9363,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
9364,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
9367,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9371,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1
9374,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1
9381,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9383,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9389,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1
9390,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
9392,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
9394,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9402,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9403,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9404,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1
9408,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9409,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
9412,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9413,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9418,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9419,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9422,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9426,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
9428,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
9429,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
9435,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9440,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
9445,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9446,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9450,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9453,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9456,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9461,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9463,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9464,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9467,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
9468,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1
9478,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
9487,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9495,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9500,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
9505,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9506,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1
9516,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9517,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
9518,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
9520,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9522,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9525,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
9528,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
9537,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
9538,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
9539,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9544,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9549,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
9551,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9559,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9560,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
9561,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9564,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9567,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9570,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9573,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9579,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9580,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
9587,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
9592,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9599,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9606,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
9607,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9608,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9614,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
9619,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9620,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1
9621,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9622,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9623,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9625,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9626,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9631,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9632,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9639,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9643,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9644,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
9646,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9647,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
9651,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9652,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9654,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
9655,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9656,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9657,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9659,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9672,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
9673,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9677,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
9686,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9688,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9689,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9691,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9694,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9704,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9706,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9708,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9709,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
9710,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9711,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9712,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9713,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9716,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
9717,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9718,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9719,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9720,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9721,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1
9722,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9723,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9724,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9725,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
9726,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1
9727,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9728,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9729,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9730,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9735,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9736,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9737,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
9744,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
9747,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9752,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9753,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9754,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9755,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9756,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9757,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
9758,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9759,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9760,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
9761,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9762,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9763,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
9764,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
9765,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
9768,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9770,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9771,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9772,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9773,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
9774,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9775,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9776,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9777,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9778,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9779,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9780,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9781,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9782,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9783,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9784,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9785,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
9786,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
9787,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9788,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9789,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9791,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9792,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9793,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9794,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9795,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9797,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9798,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
9800,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
9801,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9802,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
9804,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9806,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1
9807,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1
9808,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9809,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
9810,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9811,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
9812,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
9813,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
9814,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9815,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9816,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9817,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9818,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
9819,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
9820,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9821,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9822,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9823,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9824,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
9825,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9826,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9827,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
9828,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9829,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9830,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9831,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9832,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9833,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9834,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
9835,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9836,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9837,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9838,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1
9839,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
9840,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1
9841,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
9842,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
9843,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
9844,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9845,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9846,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
9847,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9848,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9849,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9850,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1
9851,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
9852,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9853,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1
9854,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9855,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
9857,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9858,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
9859,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9860,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9861,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9862,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
9863,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9864,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1
9865,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
9866,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
9867,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
9868,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
9869,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
9870,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
9871,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
9872,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9873,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9875,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9876,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9877,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9878,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9879,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9880,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1
9881,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
9882,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9883,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9884,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9885,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9886,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
9888,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9890,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9892,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9893,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9894,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9895,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9896,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9897,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9898,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9899,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1
9900,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
9901,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9902,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1
9904,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
9905,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9906,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9907,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1
9908,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9909,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
9910,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9911,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
9912,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9913,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9914,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9916,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
9917,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9918,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9919,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9920,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9921,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9922,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9923,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
9924,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9925,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9926,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
9927,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9928,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9929,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9930,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9932,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9933,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9934,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
9936,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9937,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
9938,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
9939,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
9940,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
9942,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9944,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
9945,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
9946,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9947,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9949,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
9950,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
9951,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
9952,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9953,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9954,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
9955,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9956,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
9957,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9958,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9962,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9966,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
9967,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
9975,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9978,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9980,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
9982,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9984,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
9986,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9987,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
9988,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
9990,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
9994,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
9995,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
9996,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1
9999,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
10003,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
10011,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
10013,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
10019,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
10021,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
10022,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
10025,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
10028,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
10030,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
10034,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
